"","Tickers","Names"
"3246","KEY.I","(KEYCORP DEPOSITARY SHARES EACH REPRESENTING A 1/40TH OWNERSHIP INTEREST IN A SHARE OF FIXED-TO-FLOATING RATE PERPETUAL NON-CUMULATIVE PREFERRED STOCK SERIES E)"
"3247","KEY.J","(KEYCORP DEPOSITARY SHARES EACH REPRESENTING A 1/40TH OWNERSHIP INTEREST IN A SHARE OF FIXED RATE PERPETUAL NON-CUMULATIVE PREFERRED STOCK SERIES F)"
"3248","KEY.K","(KEYCORP DEPOSITARY SHARES EACH REPRESENTING A 1/40TH OWNERSHIP INTEREST IN A SHARE OF FIXED RATE PERPETUAL NON-CUMULATIVE PREFERRED STOCK SERIES G)"
"3249","KEYS","(Keysight Technologies)"
"3250","KF","(KOREA FUND INC. (THE) NEW COMMON STOCK)"
"3251","KFFB","(KENTUCKY FIRST FEDERAL BANCORP COMMON STOCK)"
"3252","KFRC","(Kforce)"
"3253","KFS","(KINGSWAY FINANCIAL SERVICES INC. COMMON STOCK (DE))"
"3254","KFY","(Korn Ferry)"
"3255","KGC","(Kinross Gold Corporation)"
"3256","KHC","(Kraft Heinz Co)"
"3257","KIDS","(Orthopediatrics Corp.)"
"3258","KIM","(Kimco Realty)"
"3259","KINS","(KINGSTONE COMPANIES INC. COMMON STOCK)"
"3260","KINZ","(Kins Technology Group)"
"3261","KINZU","(KINS TECHNOLOGY GROUP INC. UNIT)"
"3262","KINZW","(KINS TECHNOLOGY GROUP INC. WARRANT)"
"3263","KIO","(KKR INCOME OPPORTUNITIES FUND COMMON SHARES)"
"3264","KIQ","(KELSO TECHNOLOGIES INC ORDINARY SHARES)"
"3265","KIRK","(KIRKLAND'S INC. COMMONSTOCK)"
"3266","KKR","(KKR & Co.)"
"3267","KLAC","(KLA-Tencor)"
"3268","KLDO","(Kaleido Biosciences)"
"3269","KLIC","(Kulicke & Soffa Industries Inc)"
"3270","KLR","(KALEYRA INC. COMMON STOCK)"
"3271","KLTR","(Kaltura)"
"3272","KLXE","(KLX Energy Services)"
"3273","KMB","(Kimberly-Clark)"
"3274","KMDA","(KAMADA LTD. ORDINARY SHARES)"
"3275","KMF","(KAYNE ANDERSON NEXTGEN ENERGY & INFRASTRUCTURE INC.)"
"3276","KMI","(Kinder Morgan)"
"3277","KMPH","(KEMPHARM INC. COMMON STOCK)"
"3278","KMPR","(Kemper)"
"3279","KMT","(Kennametal)"
"3280","KMX","(Carmax Inc)"
"3281","KN","(Knowles Corp)"
"3282","KNDI","(KANDI TECHNOLOGIES GROUP INC COMMON STOCK)"
"3283","KNOP","(KNOT OFFSHORE PARTNERS LP)"
"3284","KNSA","(Kiniksa Pharmaceuticals)"
"3285","KNSL","(Kinsale Capital Group)"
"3286","KNTE","(Kinnate Biopharma)"
"3287","KNTK","(Kinetik)"
"3288","KNX","(Knight-Swift Transportation Holdings)"
"3289","KO","(Coca-Cola Company)"
"3290","KOD","(Kodiak Sciences)"
"3291","KODK","(Eastman Kodak Co.)"
"3292","KOF","(COCA COLA FEMSA S.A.B. DE C.V. AMERICAN DEPOSITARY SHARES EACH REPRESENTING 10 UNITS (EACH UNIT CONSISTS OF 3 SERIES B SHARES AND 5 SERIES L SHARES))"
"3293","KOP","(Koppers)"
"3294","KOPN","(Kopin Corp)"
"3295","KORE","(KORE GROUP HOLDINGS INC. COMMON STOCK)"
"3296","KOS","(Kosmos Energy)"
"3297","KOSS","(KOSS CORPORATION COMMON STOCK)"
"3298","KPLTW","(KATAPULT HOLDINGS INC. WARRANT)"
"3299","KPRX","(KIORA PHARMACEUTICALS INC. COMMON STOCK)"
"3300","KR","(Kroger Co.)"
"3301","KRBP","(Kiromic BioPharma)"
"3302","KRC","(Kilroy Realty Corporation)"
"3303","KREF","(Kkr Real Estate Finance Trust)"
"3304","KRG","(Kite Realty Group Trust)"
"3305","KRKR","(36KR HOLDINGS INC. AMERICAN DEPOSITARY SHARES)"
"3306","KRMD","(Repro Med Systems)"
"3307","KRNL","(Kernel Group Holdings)"
"3308","KRNLU","(KERNEL GROUP HOLDINGS INC. UNITS)"
"3309","KRNLW","(KERNEL GROUP HOLDINGS INC. WARRANTS)"
"3310","KRNT","(Kornit Digital Ltd.)"
"3311","KRNY","(Kearny Financial)"
"3312","KRO","(Kronos Worldwide)"
"3313","KRON","(Kronos Bio)"
"3314","KROS","(Keros Therapeutics)"
"3315","KRT","(Karat Packaging)"
"3316","KRTX","(Karuna Therapeutics)"
"3317","KRUS","(Kura Sushi Usa)"
"3318","KRYS","(Krystal Biotech)"
"3319","KSCP","(KNIGHTSCOPE INC. CLASS A COMMON STOCK)"
"3320","KSI","(KADEM SUSTAINABLE IMPACT CORPORATION CLASS A COMMON STOCK)"
"3321","KSICU","(KADEM SUSTAINABLE IMPACT CORPORATION UNIT)"
"3322","KSM","(DWS STRATEGIC MUNICIPAL INCOME TRUST)"
"3323","KSPN","(KASPIEN HOLDINGS INC. COMMON STOCK)"
"3324","KSS","(Kohl's)"
"3325","KT","(KT Corporation)"
"3326","KTB","(Kontoor Brands)"
"3327","KTCC","(KEY TRONIC CORPORATION COMMON STOCK)"
"3328","KTF","(DWS MUNICIPAL INCOME TRUST)"
"3329","KTOS","(Kratos Defense & Security)"
"3330","KTRA","(KINTARA THERAPEUTICS INC. COMMON STOCK)"
"3331","KTTA","(PASITHEA THERAPEUTICS CORP. COMMON STOCK)"
"3332","KTTAW","(PASITHEA THERAPEUTICS CORP. WARRANT)"
"3333","KUKE","(Kuke Music Holding)"
"3334","KULR","(KULR TECHNOLOGY GROUP INC. COMMON STOCK)"
"3335","KURA","(Kura Oncology)"
"3336","KVHI","(Kvh Industries)"
"3337","KW","(Kennedy-Wilson Holdings)"
"3338","KWR","(Quaker Chemical)"
"3339","KXIN","(KAIXIN AUTO HOLDINGS ORDINARY SHARES)"
"3340","KYMR","(Kymera Therapeutics)"
"3341","KYN","(KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND INC.)"
"3342","KZIA","(KAZIA THERAPEUTICS LIMITED AMERICAN DEPOSITARY SHARES)"
"3343","KZR","(Kezar Life Sciences)"
"3344","L","(Loews)"
"3345","LAB","(STANDARD BIOTOOLS INC. COMMON STOCK)"
"3346","LABP","(Landos Biopharma)"
"3347","LAC","(Lithium Americas Corp. Common Shares)"
"3348","LAD","(Lithia Motors)"
"3349","LADR","(Ladder Capital Corp)"
"3350","LAKE","(Lakeland Industries)"
"3351","LAMR","(Lamar Advertising Company (REIT))"
"3352","LANC","(Lancaster Colony)"
"3353","LANDM","(GLADSTONE LAND CORPORATION 5.00% SERIES D CUMULATIVE TERM PREFERRED STOCK)"
"3354","LARK","(Landmark Bancorp)"
"3355","LASR","(Nlight)"
"3356","LAUR","(Laureate Education)"
"3357","LAW","(CS Disco)"
"3358","LAZ","(Lazard Ltd)"
"3359","LAZY","(LAZYDAYS HOLDINGS INC. COMMON STOCK)"
"3360","LBAI","(Lakeland Bancorp)"
"3361","LBC","(Luther Burbank)"
"3362","LBPH","(Longboard Pharmaceuticals)"
"3363","LBRDA","(Liberty Broadband)"
"3364","LBRDK","(Liberty Broadband Corporation)"
"3365","LBRDP","(LIBERTY BROADBAND CORPORATION SERIES A CUMULATIVE REDEEMABLE PREFERRED STOCK)"
"3366","LBRT","(Liberty Oilfield Services)"
"3367","LBTYA","(Liberty Global plc)"
"3368","LBTYB","(Liberty Global plc Class B)"
"3369","LBTYK","(Liberty Global PLC Class C)"
"3370","LC","(Lendingclub Corp)"
"3371","LCA","(LANDCADIA HOLDINGS IV INC. CLASS A COMMON STOCK)"
"3372","LCAHU","(LANDCADIA HOLDINGS IV INC. UNITS)"
"3373","LCAHW","(LANDCADIA HOLDINGS IV INC. WARRANT)"
"3374","LCFY","(LOCAFY LIMITED ORDINARY SHARE)"
"3375","LCI","(Lannett Company)"
"3376","LCII","(Lci Industries)"
"3377","LCNB","(Lcnb)"
"3378","LCTX","(LINEAGE CELL THERAPEUTICS INC. COMMON STOCK)"
"3379","LCUT","(Lifetime Brands)"
"3380","LCW","(LEARN CW INVESTMENT CORPORATION CLASS A ORDINARY SHARES)"
"3381","LDHA","(LDH GROWTH CORP I CLASS A ORDINARY SHARES)"
"3382","LDHAU","(LDH GROWTH CORP I UNITS)"
"3383","LDI","(loanDepot)"
"3384","LDOS","(LEIDOS HOLDINGS)"
"3385","LDP","(COHEN & STEERS LIMITED DURATION PREFERRED AND INCOME FUND INC.)"
"3386","LE","(Lands End)"
"3387","LEA","(Lear)"
"3388","LEAP","(Ribbit LEAP)"
"3389","LECO","(Lincoln Electric Holdings)"
"3390","LEDS","(SEMILEDS CORPORATION COMMON STOCK)"
"3391","LEE","(LEE ENTERPRISES INCORPORATED COMMON STOCK)"
"3392","LEG","(Leggett & Platt)"
"3393","LEGA","(LEAD EDGE GROWTH OPPORTUNITIES LTD CLASS A ORDINARY SHARES)"
"3394","LEGAU","(LEAD EDGE GROWTH OPPORTUNITIES LTD UNITS)"
"3395","LEGAW","(LEAD EDGE GROWTH OPPORTUNITIES LTD WARRANT)"
"3396","LEGH","(Legacy Housing)"
"3397","LEGN","(Legend Biotech Corporation)"
"3398","LEJU","(LEJU HOLDINGS LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE ORDINARY SHARE)"
"3399","LEN","(Lennar)"
"3400","LEN.B","(Lennar)"
"3401","LEO","(BNY MELLON STRATEGIC MUNICIPALS INC. COMMON STOCK)"
"3402","LESL","(Leslie's)"
"3403","LEU","(Centrus Energy)"
"3404","LEV","(The Lion Electric Company)"
"3405","LEVI","(Levi Strauss & Co.)"
"3406","LEXX","(LEXARIA BIOSCIENCE CORP. COMMON STOCK)"
"3407","LEXXW","(LEXARIA BIOSCIENCE CORP. WARRANT)"
"3408","LFC","(CHINA LIFE INSURANCE COMPANY LIMITED AMERICAN DEPOSITARY SHARES)"
"3409","LFG","(Archaea Energy Inc.)"
"3410","LFLY","(LEAFLY HOLDINGS INC. COMMON STOCK)"
"3411","LFLYW","(LEAFLY HOLDINGS INC. WARRANT)"
"3412","LFMD","(LIFEMD INC. COMMON STOCK)"
"3413","LFST","(Lifestance Health Group)"
"3414","LFT","(LUMENT FINANCE TRUST INC. COMMON STOCK)"
"3415","LFUS","(Littelfuse)"
"3416","LFVN","(Lifevantage Corp)"
"3417","LGF.A","(Lions Gate Entertainment)"
"3418","LGF.B","(Lions Gate Entertainment)"
"3419","LGHL","(LION GROUP HOLDING LTD. AMERICAN DEPOSITARY SHARE)"
"3420","LGHLW","(LION GROUP HOLDING LTD. WARRANT)"
"3421","LGI","(LAZARD GLOBAL TOTAL RETURN AND INCOME FUND COMMON STOCK)"
"3422","LGIH","(LGI Homes)"
"3423","LGL","(LGL GROUP INC. (THE) COMMON STOCK)"
"3424","LGMK","(LOGICMARK INC. COMMON STOCK)"
"3425","LGND","(Ligand Pharmaceuticals)"
"3426","LGO","(LARGO INC. COMMON SHARES)"
"3427","LGTO","(LEGATO MERGER CORP. II COMMON STOCK)"
"3428","LGTOU","(LEGATO MERGER CORP. II UNIT)"
"3429","LGTOW","(LEGATO MERGER CORP. II WARRANTS)"
"3430","LGVC","(LAMF GLOBAL VENTURES CORP. I CLASS A ORDINARY SHARES)"
"3431","LGVN","(Longeveron)"
"3432","LH","(Laboratory of America Holding)"
"3433","LHC","(LEO HOLDINGS CORP. II CLASS A ORDINARY SHARES)"
"3434","LHCG","(LHC Group)"
"3435","LHDX","(Lucira Health)"
"3436","LHX","(L3HARRIS TECHNOLOGIES)"
"3437","LI","(Li Auto)"
"3438","LIAN","(LIANBIO AMERICAN DEPOSITARY SHARES)"
"3439","LICY","(Li-Cycle Holdings Corp.)"
"3440","LIDR","(AEYE INC. CLASS A COMMON STOCK)"
"3441","LIDRW","(AEYE INC. WARRANT)"
"3442","LIFE","(ATYR PHARMA)"
"3443","LII","(Lennox International)"
"3444","LILA","(Liberty Latin America)"
"3445","LILAK","(Liberty Latin America Ltd.)"
"3446","LILM","(Lilium N.V.)"
"3447","LILMW","(LILIUM N.V. WARRANTS)"
"3448","LIN","(Linde plc)"
"3449","LINC","(LINCOLN EDUCATIONAL SERVICES CORPORATION COMMON STOCK)"
"3450","LIND","(Lindblad Expeditions)"
"3451","LINK","(INTERLINK ELECTRONICS INC. COMMON STOCK)"
"3452","LION","(LIONHEART III CORP CLASS A COMMON STOCK)"
"3453","LIONW","(LIONHEART III CORP WARRANT)"
"3454","LIQT","(LIQTECH INTERNATIONAL INC. COMMON STOCK)"
"3455","LITB","(LIGHTINTHEBOX HOLDING CO. LTD. AMERICAN DEPOSITARY SHARES EACH REPRESENTING 2 ORDINARY SHARES)"
"3456","LITE","(Lumentum Holdings)"
"3457","LITM","(Snow Lake Resources)"
"3458","LITT","(LOGISTICS INNOVATION TECHNOLOGIES CORP. CLASS A COMMON STOCK)"
"3459","LITTU","(LOGISTICS INNOVATION TECHNOLOGIES CORP. UNITS)"
"3460","LITTW","(LOGISTICS INNOVATION TECHNOLOGIES CORP. WARRANT)"
"3461","LIVE","(LIVE VENTURES INCORPORATED COMMON STOCK)"
"3462","LIVN","(LivaNova PLC)"
"3463","LIXT","(LIXTE BIOTECHNOLOGY HOLDINGS INC. COMMON STOCK)"
"3464","LIXTW","(LIXTE BIOTECHNOLOGY HOLDINGS INC. WARRANTS)"
"3465","LIZI","(LIZHI INC. AMERICAN DEPOSITARY SHARES)"
"3466","LJPC","(La Jolla Pharmaceutical Compan)"
"3467","LKCO","(LUOKUNG TECHNOLOGY CORP ORDINARY SHARES)"
"3468","LKFN","(Lakeland Financial)"
"3469","LKQ","(LKQ Corporation)"
"3470","LL","(Lumber Liquidators)"
"3471","LLAP","(TERRAN ORBITAL CORPORATION COMMON STOCK)"
"3472","LLY","(Lilly (Eli) & Co.)"
"3473","LMAT","(Lemaitre Vascular)"
"3474","LMB","(LIMBACH HOLDINGS INC. COMMON STOCK)"
"3475","LMDX","(LUMIRADX LIMITED COMMON SHARES)"
"3476","LMDXW","(LUMIRADX LIMITED WARRANT)"
"3477","LMFA","(LM FUNDING AMERICA INC. COMMON STOCK)"
"3478","LMND","(Lemonade Inc)"
"3479","LMNL","(LIMINAL BIOSCIENCES INC. COMMON SHARES)"
"3480","LMNR","(Limoneira Co)"
"3481","LMPX","(LMP AUTOMOTIVE HOLDINGS INC. COMMON STOCK)"
"3482","LMST","(Limestone Bancorp)"
"3483","LMT","(Lockheed Martin)"
"3484","LNC","(Lincoln National)"
"3485","LND","(BRASILAGRO BRAZILIAN AGRIC REAL ESTATE CO SPONSORED ADR (BRAZIL))"
"3486","LNDC","(Landec)"
"3487","LNG","(Cheniere Energy)"
"3488","LNN","(Lindsay)"
"3489","LNSR","(LENSAR)"
"3490","LNT","(Alliant Energy Corp)"
"3491","LNTH","(Lantheus)"
"3492","LNW","(LIGHT & WONDER INC. COMMON STOCK)"
"3493","LOAN","(MANHATTAN BRIDGE CAPITAL INC)"
"3494","LOB","(Live Oak Bancshares)"
"3495","LOCL","(LOCAL BOUNTI CORPORATION COMMON STOCK)"
"3496","LODE","(COMSTOCK INC. COMMON STOCK)"
"3497","LOGC","(Logicbio Therapeutics)"
"3498","LOGI","(Logitech International SA)"
"3499","LOMA","(LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA ADS)"
"3500","LOOP","(Loop Industries)"
"3501","LOPE","(Grand Canyon Education)"
"3502","LOTZ","(CARLOTZ INC. CLASS A COMMON STOCK)"
"3503","LOTZW","(CARLOTZ INC. WARRANT)"
"3504","LOV","(SPARK NETWORKS SE AMERICAN DEPOSITARY SHARES)"
"3505","LOVE","(The Lovesac Company)"
"3506","LOW","(Lowe's Cos.)"
"3507","LPCN","(LIPOCINE INC. COMMON STOCK)"
"3508","LPG","(Dorian Lpg)"
"3509","LPL","(LG Display Co. Ltd.)"
"3510","LPLA","(LPL Financial Holdings)"
"3511","LPRO","(Open Lending Corporation Class A Common Stock)"
"3512","LPSN","(LivePerson)"
"3513","LPTH","(LIGHTPATH TECHNOLOGIES INC. CLASS A COMMON STOCK)"
"3514","LPTX","(LEAP THERAPEUTICS INC. COMMON STOCK)"
"3515","LPX","(Louisiana-Pacific Corporation)"
"3516","LQDA","(Liquidia Corp)"
"3517","LQDT","(Liquidity Service)"
"3518","LRCX","(Lam Research)"
"3519","LRFC","(LOGAN RIDGE FINANCE CORPORATION COMMON STOCK)"
"3520","LRMR","(LARIMAR THERAPEUTICS INC. COMMON STOCK)"
"3521","LRN","(Stride)"
"3522","LSAK","(LESAKA TECHNOLOGIES INC. COMMON STOCK)"
"3523","LSBK","(LAKE SHORE BANCORP INC. COMMON STOCK)"
"3524","LSCC","(Lattice Semiconductor Corporation)"
"3525","LSEA","(LANDSEA HOMES CORPORATION COMMON STOCK)"
"3526","LSEAW","(LANDSEA HOMES CORPORATION WARRANT)"
"3527","LSF","(Laird Superfood)"
"3528","LSI","(LIFE STORAGE)"
"3529","LSPD","(Lightspeed Commerce)"
"3530","LSTR","(Landstar System)"
"3531","LSXMA","(The Liberty SiriusXM Group)"
"3532","LSXMB","(Liberty Media Corporation Series B Liberty SiriusXM Common Stock)"
"3533","LSXMK","(The Liberty SiriusXM Group)"
"3534","LTBR","(LIGHTBRIDGE CORPORATION COMMON STOCK)"
"3535","LTC","(Ltc Properties)"
"3536","LTCHW","(LATCH INC. WARRANT EXPIRING 6/4/2026)"
"3537","LTHM","(Livent Corp)"
"3538","LTRN","(Lantern Pharma)"
"3539","LTRPA","(Liberty Tripadvisor)"
"3540","LTRX","(LANTRONIX INC. COMMON STOCK)"
"3541","LTRYW","(LOTTERY.COM INC. WARRANTS)"
"3542","LU","(Lucent Technology)"
"3543","LUCD","(LUCID DIAGNOSTICS INC. COMMON STOCK)"
"3544","LULU","(Lululemon Athletica)"
"3545","LUMN","(Lumen Technologies)"
"3546","LUMO","(LUMOS PHARMA INC. COMMON STOCK)"
"3547","LUNA","(Luna Innovations)"
"3548","LUNG","(Pulmonx)"
"3549","LUV","(Southwest Airlines)"
"3550","LVO","(LIVEONE INC. COMMON STOCK)"
"3551","LVRA","(Levere Holdings)"
"3552","LVS","(Las Vegas Sands)"
"3553","LVTX","(LAVA Therapeutics NV)"
"3554","LW","(Lamb Weston Holdings Inc)"
"3555","LWAY","(LIFEWAY FOODS INC. COMMON STOCK)"
"3556","LX","(LEXINFINTECH HOLDINGS LTD. AMERICAN DEPOSITARY SHARES)"
"3557","LXEH","(Lixiang Education)"
"3558","LXFR","(Luxfer)"
"3559","LXP","(Lexington Realty Trust)"
"3560","LXRX","(Lexicon Pharmaceuticals)"
"3561","LXU","(LSB INDUSTRIES)"
"3562","LYB","(LyondellBasell)"
"3563","LYFT","(Lyft)"
"3564","LYG","(Lloyds Banking Group plc)"
"3565","LYL","(DRAGON VICTORY INTERNATIONAL LIMITED ORDINARY SHARES)"
"3566","LYLT","(Loyalty Ventures Inc. Common Stock)"
"3567","LYRA","(Lyra Therapeutics)"
"3568","LYT","(LYTUS TECHNOLOGIES HOLDINGS PTV. LTD. COMMON SHARES)"
"3569","LYTS","(Lsi Industries)"
"3570","LYV","(Live Nation Entertainment)"
"3571","LZ","(LegalZoom.com)"
"3572","LZB","(La-z-boy)"
"3573","M","(Macy's)"
"3574","MA","(Mastercard)"
"3575","MAA","(Mid-America Apartments)"
"3576","MAC","(Macerich)"
"3577","MACC","(Mission Advancement)"
"3578","MACK","(MERRIMACK PHARMACEUTICALS INC. COMMON STOCK)"
"3579","MAG","(MAG Silver Corp.)"
"3580","MAIN","(Main Street Capital Corporation)"
"3581","MAN","(ManpowerGroup)"
"3582","MANH","(Manhattan Associates)"
"3583","MANT","(Mantech International)"
"3584","MANU","(MANCHESTER UNITED PLC)"
"3585","MAPSW","(WM TECHNOLOGY INC. WARRANTS)"
"3586","MAR","(Marriott Int'l.)"
"3587","MARK","(REMARK HOLDINGS INC. COMMON STOCK)"
"3588","MARPS","(MARINE PETROLEUM TRUST UNITS OF BENEFICIAL INTEREST)"
"3589","MAS","(Masco)"
"3590","MASI","(Masimo Corporation)"
"3591","MASS","(908 Devices)"
"3592","MAT","(Mattel)"
"3593","MATW","(Matthews International)"
"3594","MATX","(Matson)"
"3595","MAV","(PIONEER MUNICIPAL HIGH INCOME ADVANTAGE FUND INC.)"
"3596","MAX","(MediaAlpha)"
"3597","MAXN","(Maxeon Solar)"
"3598","MAXR","(Maxar Technologies)"
"3599","MAYS","(J. W. MAYS INC. COMMON STOCK)"
"3600","MBCN","(Middlefield Banc Cmn)"
"3601","MBI","(MBIA)"
"3602","MBII","(Marrone Bio Innovations)"
"3603","MBIN","(Merchants Bancorp)"
"3604","MBINN","(MERCHANTS BANCORP DEPOSITARY SHARES PREFERRED SERIES C)"
"3605","MBINO","(MERCHANTS BANCORP DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF SERIES B FIXED-TO-FLOATING RATE)"
"3606","MBINP","(MERCHANTS BANCORP 7.00% FIXED-TO-FLOATING RATE SERIES A NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"3607","MBIO","(Mustang Bio)"
"3608","MBNKP","(MEDALLION BANK FIXED-TO-FLOATING RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK SERIES F)"
"3609","MBOT","(MICROBOT MEDICAL INC. COMMON STOCK)"
"3610","MBRX","(MOLECULIN BIOTECH INC. COMMON STOCK)"
"3611","MBWM","(Mercantile Bank)"
"3612","MC","(Moelis & Company)"
"3613","MCB","(Metropolitan Bank Hldg Corp)"
"3614","MCBC","(Macatawa Bank)"
"3615","MCBS","(Metrocity Bankshares)"
"3616","MCD","(McDonald's)"
"3617","MCFT","(Mastercraft Boat)"
"3618","MCG","(Membership Collective Group)"
"3619","MCHP","(Microchip Technology)"
"3620","MCHX","(MARCHEX INC. CLASS B COMMON STOCK)"
"3621","MCI","(BARINGS CORPORATE INVESTORS COMMON STOCK)"
"3622","MCK","(McKesson)"
"3623","MCLD","(MCLOUD TECHNOLOGIES CORP. COMMON SHARES)"
"3624","MCN","(MADISON COVERED CALL & EQUITY STRATEGY FUND COMMON STOCK)"
"3625","MCO","(Moody's Corp)"
"3626","MCR","(MFS CHARTER INCOME TRUST COMMON STOCK)"
"3627","MCRB","(Seres Therapeutics)"
"3628","MCRI","(Monarch Casino & Resort)"
"3629","MCS","(Marcus)"
"3630","MCW","(Mister Car Wash)"
"3631","MCY","(Mercury General Corporation)"
"3632","MD","(Mednax)"
"3633","MDB","(MongoDB)"
"3634","MDC","(M.D.C. Holdings)"
"3635","MDGL","(Madrigal Pharmaceuticals)"
"3636","MDGS","(MEDIGUS LTD. AMERICAN DEPOSITARY SHARES)"
"3637","MDGSW","(MEDIGUS LTD. SERIES C WARRANT)"
"3638","MDIA","(MEDIACO HOLDING INC. CLASS A COMMON STOCK)"
"3639","MDJH","(MDJM LTD ORDINARY SHARE)"
"3640","MDLZ","(Mondelez International)"
"3641","MDNA","(MEDICENNA THERAPEUTICS CORP. COMMON SHARES)"
"3642","MDRR","(MEDALIST DIVERSIFIED REIT INC. COMMON STOCK)"
"3643","MDRRP","(MEDALIST DIVERSIFIED REIT INC. SERIES A CUMULATIVE REDEEMABLE PREFERRED STOCK)"
"3644","MDRX","(Allscripts-misys)"
"3645","MDT","(Medtronic plc)"
"3646","MDU","(MDU Resources Group)"
"3647","MDV","(MODIV INC. CLASS C COMMON STOCK)"
"3648","MDVL","(MEDAVAIL HOLDINGS INC. COMMON STOCK)"
"3649","MDWD","(MEDIWOUND LTD. ORDINARY SHARES)"
"3650","MDWT","(Midwest Holding)"
"3651","MDXH","(MDXHEALTH SA AMERICAN DEPOSITARY SHARES)"
"3652","ME","(23andMe Holding Co. Class A Common Stock)"
"3653","MEC","(Mayville Engineering Co)"
"3654","MED","(Medifast)"
"3655","MEDP","(Medpace)"
"3656","MEDS","(Trxade Group)"
"3657","MEG","(Montrose Environmental Group)"
"3658","MEGI","(MAINSTAY CBRE GLOBAL INFRASTRUCTURE MEGATRENDS FUND COMMON SHARES)"
"3659","MEI","(Methode Electronics)"
"3660","MEIP","(Mei Pharma)"
"3661","MEKA","(MELI KASZEK PIONEER CORP CLASS A ORDINARY SHARES)"
"3662","MELI","(Mercadolibre Inc)"
"3663","MEOH","(Methanex Corp)"
"3664","MER.K","(BANK OF AMERICA CORPORATION INCOME CAPITAL OBLIGATION NOTES INITIALLY DUE DECEMBER 15 2066)"
"3665","MERC","(Mercer International Inc)"
"3666","MESA","(Mesa Air Group)"
"3667","MESO","(MESOBLAST LIMITED AMERICAN DEPOSITARY SHARES)"
"3668","MET","(MetLife)"
"3669","MET.A","(METLIFE INC. PREFERRED SERIES A FLOATING RATE)"
"3670","META","(Meta Platforms)"
"3671","METX","(Meten Holding Group Ltd. Ordinary Shares)"
"3672","METXW","(METEN HOLDING GROUP LTD. WARRANT)"
"3673","MF","(Missfresh)"
"3674","MFA","(Mfa Financial)"
"3675","MFA.B","(MFA FINANCIAL INC. PREFERRED SERIES B)"
"3676","MFC","(Manulife Financial Corporation)"
"3677","MFD","(MACQUARIE FIRST TRUST GLOBAL COMMON STOCK)"
"3678","MFG","(Mizuho Financial Group)"
"3679","MFGP","(softwareinto Micro Focus)"
"3680","MFH","(MERCURITY FINTECH HOLDING INC. ADS)"
"3681","MFIN","(MEDALLION FINANCIAL CORP. COMMON STOCK)"
"3682","MFM","(MFS MUNICIPAL INCOME TRUST COMMON STOCK)"
"3683","MFV","(MFS SPECIAL VALUE TRUST COMMON STOCK)"
"3684","MG","(Mistras Group)"
"3685","MGA","(Magna International)"
"3686","MGEE","(Mge Energy)"
"3687","MGF","(MFS GOVERNMENT MARKETS INCOME TRUST COMMON STOCK)"
"3688","MGI","(Moneygram International)"
"3689","MGIC","(Magic Software Enterprises Ltd)"
"3690","MGLD","(THE MARYGOLD COMPANIES INC. COMMON STOCK)"
"3691","MGM","(MGM Resorts International)"
"3692","MGNX","(Macrogenics)"
"3693","MGPI","(Mgp Ingredients)"
"3694","MGRC","(Mcgrath Rentcorp)"
"3695","MGTA","(Magenta Therapeutics)"
"3696","MGTX","(Meiragtx)"
"3697","MGU","(MACQUARIE GLOBAL INFRASTRUCTURE TOTAL RETURN FUND INC. COMMON STOCK)"
"3698","MGY","(Magnolia Oil & Gas Corp)"
"3699","MGYR","(MAGYAR BANCORP INC. COMMON STOCK)"
"3700","MH.A","(MAIDEN HOLDINGS LTD. PREF SHS SER A (BERMUDA))"
"3701","MHD","(BLACKROCK MUNIHOLDINGS FUND INC. COMMON STOCK)"
"3702","MHF","(WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC. COMMON STOCK)"
"3703","MHH","(Mastech Digital)"
"3704","MHI","(PIONEER MUNICIPAL HIGH INCOME FUND INC.)"
"3705","MHK","(Mohawk Industries)"
"3706","MHLD","(MAIDEN HOLDINGS LTD.)"
"3707","MHN","(BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND INC. COMMON STOCK)"
"3708","MHO","(M/i Homes)"
"3709","MHUA","(MEIHUA INTERNATIONAL MEDICAL TECHNOLOGIES CO. LTD. ORDINARY SHARES)"
"3710","MIC","(Macquarie Infrastructure Corporation)"
"3711","MICS","(THE SINGING MACHINE COMPANY INC. COMMON STOCK)"
"3712","MICT","(MICT INC. COMMON STOCK)"
"3713","MIDD","(The Middleby Corporation)"
"3714","MIGI","(Mawson Infrastructure)"
"3715","MILEW","(METROMILE INC. WARRANT)"
"3716","MIMO","(AIRSPAN NETWORKS HOLDINGS INC. COMMON STOCK)"
"3717","MIN","(MFS INTERMEDIATE INCOME TRUST COMMON STOCK)"
"3718","MIND","(MIND TECHNOLOGY INC. COMMON STOCK (DE))"
"3719","MINM","(MINIM INC. COMMON STOCK)"
